Timestamp,Status,T1_Feed,T2_Mid,T3_Nozzle,T_Motor,RPM_Main,RPM_Feed
21:16:56,READY,20.0,20.0,20.0,20.0,0,0
21:16:56,READY,20.0,20.0,20.0,20.0,0,0
21:16:56,READY,20.0,20.0,20.0,20.0,0,0
21:16:56,READY,20.0,20.0,20.0,20.0,0,0
21:16:56,READY,20.0,20.0,20.0,20.0,0,0
21:16:56,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:57,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:58,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:16:59,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:00,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:01,READY,20.0,20.0,20.0,20.0,0,0
21:17:02,READY,20.0,20.0,20.0,20.0,0,0
21:17:02,READY,20.0,20.0,20.0,20.0,0,0
21:17:02,READY,20.0,20.0,20.0,20.0,0,0
21:17:02,READY,20.0,20.0,20.0,20.0,0,0
21:17:02,READY,20.0,20.0,20.0,20.0,0,0
21:17:02,READY,20.0,20.0,20.0,20.0,0,0
21:17:02,READY,20.0,20.0,20.0,20.0,0,0
21:17:02,READY,20.0,20.0,20.0,20.0,0,0
21:17:02,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:03,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:04,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:05,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:06,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:07,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:08,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:09,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:10,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:11,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:12,READY,20.0,20.0,20.0,20.0,0,0
21:17:13,READY,20.0,20.0,20.0,20.0,0,0
21:17:13,READY,20.0,20.0,20.0,20.0,0,0
21:17:13,READY,20.0,20.0,20.0,20.0,0,0
